epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,1017.51,0.47107,0.60323,0.87243,0.85301,0.84053,0.90203,0.83541,0.36956,0.4858,0.84549,7.70894e-05,7.70894e-05,7.70894e-05
75,1031.26,0.46778,0.61065,0.8704,0.71029,0.78657,0.82042,0.76119,0.37415,0.61044,0.84852,7.43372e-05,7.43372e-05,7.43372e-05
76,1044.94,0.47117,0.60729,0.87138,0.83578,0.8497,0.88948,0.824,0.37186,0.50113,0.84658,7.1585e-05,7.1585e-05,7.1585e-05
77,1058.64,0.4679,0.59775,0.86835,0.74046,0.80226,0.83493,0.77261,0.37152,0.61127,0.84592,6.88328e-05,6.88328e-05,6.88328e-05
78,1072.35,0.46553,0.5607,0.87018,0.7974,0.84054,0.89524,0.8309,0.3651,0.5246,0.84313,6.60806e-05,6.60806e-05,6.60806e-05
79,1086.02,0.46941,0.5675,0.86939,0.49422,0.76582,0.56675,0.5242,0.37988,1.0398,0.84946,6.33284e-05,6.33284e-05,6.33284e-05
80,1099.74,0.46695,0.53442,0.86888,0.72928,0.80354,0.8272,0.76822,0.37181,0.64311,0.84597,6.05762e-05,6.05762e-05,6.05762e-05
81,1113.45,0.46303,0.57059,0.86909,0.80361,0.8299,0.87552,0.81245,0.37038,0.53249,0.84636,5.7824e-05,5.7824e-05,5.7824e-05
82,1127.15,0.45859,0.54982,0.86715,0.70597,0.84596,0.84319,0.78245,0.37209,0.57097,0.84344,5.50718e-05,5.50718e-05,5.50718e-05
83,1140.82,0.45852,0.52818,0.86502,0.76702,0.7545,0.84048,0.78132,0.37114,0.63097,0.84569,5.23196e-05,5.23196e-05,5.23196e-05
84,1154.46,0.46328,0.53507,0.86761,0.66243,0.80593,0.78624,0.73114,0.37225,0.69529,0.84561,4.95674e-05,4.95674e-05,4.95674e-05
85,1168.13,0.45952,0.55406,0.86433,0.77895,0.82218,0.88262,0.81871,0.36861,0.54012,0.84384,4.68152e-05,4.68152e-05,4.68152e-05
86,1181.81,0.45771,0.5399,0.86709,0.75367,0.80188,0.86229,0.7977,0.37114,0.57649,0.84641,4.4063e-05,4.4063e-05,4.4063e-05
87,1195.49,0.45152,0.51156,0.86511,0.76954,0.80267,0.85178,0.78832,0.36389,0.57991,0.84397,4.13108e-05,4.13108e-05,4.13108e-05
88,1209.25,0.45282,0.51493,0.86678,0.78166,0.75539,0.84462,0.7836,0.36583,0.63562,0.84534,3.85586e-05,3.85586e-05,3.85586e-05
89,1222.9,0.44974,0.53188,0.86611,0.71874,0.80352,0.83148,0.77206,0.36536,0.64499,0.84379,3.58064e-05,3.58064e-05,3.58064e-05
90,1236.61,0.45744,0.52915,0.86414,0.77065,0.79785,0.84775,0.78592,0.36499,0.59558,0.84379,3.30542e-05,3.30542e-05,3.30542e-05
91,1250.62,0.38772,0.4565,0.84777,0.79993,0.78879,0.87364,0.81213,0.36846,0.57909,0.84355,3.0302e-05,3.0302e-05,3.0302e-05
92,1264.2,0.38178,0.43172,0.84454,0.66893,0.82692,0.80272,0.74446,0.36732,0.67346,0.84238,2.75498e-05,2.75498e-05,2.75498e-05
93,1277.76,0.38148,0.41572,0.84529,0.71417,0.82298,0.82847,0.77192,0.36254,0.63428,0.84142,2.47976e-05,2.47976e-05,2.47976e-05
94,1291.33,0.3786,0.42187,0.84627,0.76206,0.75789,0.81516,0.75972,0.36422,0.69242,0.84172,2.20454e-05,2.20454e-05,2.20454e-05
95,1304.89,0.3782,0.41223,0.84175,0.78683,0.7803,0.86725,0.80703,0.36242,0.61801,0.84069,1.92932e-05,1.92932e-05,1.92932e-05
96,1318.45,0.37629,0.39404,0.84273,0.77203,0.76977,0.85948,0.79829,0.36416,0.61356,0.84173,1.6541e-05,1.6541e-05,1.6541e-05
97,1332.01,0.37616,0.38879,0.84377,0.74834,0.8487,0.87677,0.81532,0.35996,0.56208,0.84034,1.37888e-05,1.37888e-05,1.37888e-05
98,1345.6,0.37676,0.38355,0.84032,0.72059,0.82799,0.84983,0.79006,0.3615,0.64879,0.84056,1.10366e-05,1.10366e-05,1.10366e-05
99,1359.28,0.37289,0.36198,0.83965,0.72889,0.81766,0.85266,0.79547,0.36212,0.62535,0.84112,8.2844e-06,8.2844e-06,8.2844e-06
100,1372.82,0.37289,0.36637,0.84227,0.75573,0.80303,0.85493,0.79657,0.36089,0.62259,0.84065,5.5322e-06,5.5322e-06,5.5322e-06
